Date,AAPL,IBM,NFLX,TSLA
2011-12-23,12.194963455200195,110.97457122802734,10.374285697937012,1.8600000143051147
2011-12-27,12.291720390319824,111.09471893310547,10.085714340209961,1.9046670198440552
2011-12-28,12.17409896850586,110.51811981201172,9.885713577270508,1.9006669521331787
2011-12-29,12.249082565307617,111.83358001708984,9.899999618530273,1.9153330326080322
2011-12-30,12.24545669555664,110.4520034790039,9.898571014404297,1.9040000438690186
2012-01-03,12.43382453918457,111.90564727783203,10.319999694824219,1.871999979019165
2012-01-04,12.50064468383789,111.4491195678711,11.492856979370117,1.8473329544067383
2012-01-05,12.639423370361328,110.92056274414062,11.328571319580078,1.8079999685287476
2012-01-06,12.77155876159668,109.64712524414062,12.327142715454102,1.7940000295639038
2012-01-09,12.751297950744629,109.07644653320312,14.025713920593262,1.8166669607162476
2012-01-10,12.796957015991211,108.90826416015625,13.6899995803833,1.841333031654358
2012-01-11,12.776092529296875,109.51496887207031,13.164285659790039,1.8819999694824219
2012-01-12,12.741019248962402,108.45177459716797,13.164285659790039,1.8833329677581787
2012-01-13,12.693248748779297,107.61681365966797,13.482856750488281,1.519333004951477
2012-01-17,12.84110164642334,108.1214370727539,13.531429290771484,1.773332953453064
2012-01-18,12.974437713623047,108.76412963867188,14.077142715454102,1.7873330116271973
2012-01-19,12.933318138122559,108.43378448486328,14.779999732971191,1.784000039100647
2012-01-20,12.708061218261719,113.2391357421875,14.319999694824219,1.773332953453064
2012-01-23,12.923040390014648,114.11611938476562,13.422857284545898,1.7846670150756836
2012-01-24,12.711389541625977,115.2874984741211,13.238571166992188,1.8279999494552612
2012-01-25,13.505075454711914,115.16728210449219,13.577142715454102,1.8646670579910278
2012-01-26,13.443696022033691,114.716796875,16.572856903076172,1.929332971572876
2012-01-27,13.523819923400879,114.40443420410156,17.68428611755371,1.9553329944610596
2012-01-30,13.697074890136719,115.62984466552734,17.91857147216797,1.9713330268859863
2012-01-31,13.801990509033203,115.68992614746094,17.171428680419922,1.937999963760376
2012-02-01,13.793222427368164,115.70191192626953,17.567142486572266,1.972000002861023
2012-02-02,13.76087474822998,115.04721069335938,17.71428680419922,2.016666889190674
2012-02-03,13.898743629455566,116.31460571289062,18.06142807006836,2.076667070388794
2012-02-06,14.028457641601562,115.82207489013672,18.46428680419922,2.119999885559082
2012-02-07,14.17540168762207,116.1404037475586,18.268571853637695,2.1066670417785645
2012-02-08,14.41275405883789,116.35144805908203,17.71428680419922,2.128667116165161
2012-02-09,14.911341667175293,116.45999908447266,17.834285736083984,2.171999931335449
